domain	clickable_num	auto_type	type	css_selector	text	raw_html
goikogrill.com	19	preference slider	preference slider	#CybotCookiebotDialog [class*="Button"]	Necessary	<div class="CybotCookiebotDialogBodyLevelButtonWrapper" title="Obligatorio. No se puede deseleccionar. Las cookies necesarias ayudan a hacer una página web utilizable activando funciones básicas como la navegación en la página y el acceso a áreas seguras de la página web. La página web no puede funcionar adecuadamente sin estas cookies."><input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonNecessary" class="CybotCookiebotDialogBodyLevelButton CybotCookiebotDialogBodyLevelButtonDisabled" disabled="disabled" checked="checked"><label for="CybotCookiebotDialogBodyLevelButtonNecessary">Necesario</label></div>
goikogrill.com	20	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Necessary	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonNecessary" class="CybotCookiebotDialogBodyLevelButton CybotCookiebotDialogBodyLevelButtonDisabled" disabled="disabled" checked="checked">
goikogrill.com	21	preference slider	preference slider	#CybotCookiebotDialog [class*="Button"]	preferences	<div class="CybotCookiebotDialogBodyLevelButtonWrapper" title="Las cookies de preferencias permiten a la página web recordar información que cambia la forma en que la página se comporta o el aspecto que tiene, como su idioma preferido o la región en la que usted se encuentra."><input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonPreferences" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0"><label for="CybotCookiebotDialogBodyLevelButtonPreferences">Preferencias</label></div>
goikogrill.com	22	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	preferences	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonPreferences" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
goikogrill.com	23	preference slider	preference slider	#CybotCookiebotDialog [class*="Button"]	Statistics	<div class="CybotCookiebotDialogBodyLevelButtonWrapper" title="Las cookies estadísticas ayudan a los propietarios de páginas web a comprender cómo interactúan los visitantes con las páginas web reuniendo y proporcionando información de forma anónima."><input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonStatistics" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0"><label for="CybotCookiebotDialogBodyLevelButtonStatistics">Estadística</label></div>
goikogrill.com	24	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Statistics	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonStatistics" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
goikogrill.com	25	preference slider	preference slider	#CybotCookiebotDialog [class*="Button"]	Marketing	<div class="CybotCookiebotDialogBodyLevelButtonWrapper" title="Las cookies de marketing se utilizan para rastrear a los visitantes en las páginas web. La intención es mostrar anuncios relevantes y atractivos para el usuario individual, y por lo tanto, más valiosos para los editores y terceros anunciantes."><input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonMarketing" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0"><label for="CybotCookiebotDialogBodyLevelButtonMarketing">Marketing</label></div>
goikogrill.com	26	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Marketing	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonMarketing" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
morninglavender.com	0	confirm preferences	confirm preferences	.cc-floating button 	PreferencesOk!	<button aria-label="" class="cc-btn cc-dismiss" style="display: none;"></button>
morninglavender.com	1	more options	more options	.cc-floating button 	Preferences	<button aria-label="Preferences" class="cc-btn cc-settings">Preferences</button>
morninglavender.com	2	opt-in option	opt-in option	.cc-floating button 	Ok!	<button aria-label="Ok!" class="cc-btn cc-allow">Ok!</button>
morninglavender.com	3	policy link	policy link	.cc-floating a	Privacy Policy	<a aria-label="privacy policy" class="cc-link" href="https://morninglavender.com/pages/privacy-policy" rel="noopener noreferrer nofollow" target="_blank">Privacy Policy</a>
morninglavender.com	4	duplicate	duplicate	.cc-floating [class*="settings"]	Preferences	<button aria-label="Preferences" class="cc-btn cc-settings">Preferences</button>
morninglavender.com	5	duplicate	duplicate	.cc-floating [class*="settings"]	Preferences	<button aria-label="Preferences" class="cc-btn cc-settings">Preferences</button>
dealnews.com	0	more options	more options	div[id*="cmp"] button 	Manage Options	<button tabindex="0" type="button" class=" bg-gray-300 text-sm md:text-base hover:bg-gray-400 text-gray-800 font-bold py-2 px-4 rounded outline-none m-2 " style="color: rgb(51, 51, 51); background-color: rgb(226, 232, 240);">Manage Options</button>
dealnews.com	1	opt-in option	opt-in option	div[id*="cmp"] button 	AGREE AND PROCEED	<button tabindex="0" type="button" class=" bg-gray-300 text-sm md:text-base hover:bg-gray-400 text-gray-800 font-bold py-2 px-4 rounded outline-none m-2 " style="color: rgb(255, 255, 255); background-color: rgb(44, 101, 175);">Agree and proceed</button>
dealnews.com	2	policy link	policy link	div[id*="cmp"] a	our partners	<a href="#" class="font-bold underline cursor-pointer">our partners</a>
dealnews.com	3	policy link	policy link	div[id*="cmp"] a	View a list of partners	<a href="#" class="font-bold underline cursor-pointer">View a list of partners</a>
dealnews.com	4	duplicate	duplicate	div[id*="cmp"] a	our partners	<a href="#" class="font-bold underline cursor-pointer">our partners</a>
dealnews.com	5	more options	more options	div[id*="cmp"] a	Manage Options	<a href="#" class="font-bold underline cursor-pointer">Manage Options</a>
dealnews.com	6	other	other	div[id*="cmp"] a	Powered by	<a href="https://www.uniconsent.com/?utm_source=widget&amp;utm_medium=v2&amp;utm_campaign=cmpui" alt="IAB TCF GDPR CMP - Cookie Consent Manager" title="IAB TCF GDPR CMP - Cookie Consent Manager"><img src="https://cmp.uniconsent.com/logo.svg" class="h-4 uniclogo" alt="UniConsent" style="height: 16px; width: 98px;"></a>
ipsos.com	0	opt-in option	opt-in option	.eu-cookie-compliance-banner-info button 	Accept All	<button type="button" class="agree-button eu-cookie-compliance-default-button eu-cookie-button">Accept All</button>
ipsos.com	1	more options	more options	.eu-cookie-compliance-banner-info button 	Customise Settings	<button type="button" class="eu-cookie-button js-cookie-customize-settings">Customise Settings</button>
ipsos.com	2	policy link	policy link	.eu-cookie-compliance-banner-info a	read our cookie policy	<a href="/en/cookie-policy">read our cookie policy</a>
ipsos.com	3	opt-in option	opt-in option	.eu-cookie-compliance-banner-info span[class*="button"]	Accept All Customise Settings	<span id="popup-buttons" class="eu-cookie-compliance-buttons">        <button type="button" class="agree-button eu-cookie-compliance-default-button eu-cookie-button">Accept All</button>                  <button type="button" class="eu-cookie-button js-cookie-customize-settings">Customise Settings</button>              </span>
ipsos.com	4	duplicate	duplicate	.eu-cookie-compliance-banner-info [class*="button"]	Accept All Customise Settings	<span id="popup-buttons" class="eu-cookie-compliance-buttons">        <button type="button" class="agree-button eu-cookie-compliance-default-button eu-cookie-button">Accept All</button>                  <button type="button" class="eu-cookie-button js-cookie-customize-settings">Customise Settings</button>              </span>
ipsos.com	5	duplicate	duplicate	.eu-cookie-compliance-banner-info [class*="button"]	Accept All	<button type="button" class="agree-button eu-cookie-compliance-default-button eu-cookie-button">Accept All</button>
ipsos.com	6	duplicate	duplicate	.eu-cookie-compliance-banner-info [class*="button"]	Customise Settings	<button type="button" class="eu-cookie-button js-cookie-customize-settings">Customise Settings</button>
ipsos.com	7	duplicate	duplicate	.eu-cookie-compliance-banner-info [class*="settings"]	Customise Settings	<button type="button" class="eu-cookie-button js-cookie-customize-settings">Customise Settings</button>
ipsos.com	8	duplicate	duplicate	.eu-cookie-compliance-banner-info [class*="settings"]	Customise Settings	<button type="button" class="eu-cookie-button js-cookie-customize-settings">Customise Settings</button>
ipsos.com	9	duplicate	duplicate	.eu-cookie-compliance-banner-info [class*="custom"]	Customise Settings	<button type="button" class="eu-cookie-button js-cookie-customize-settings">Customise Settings</button>
egeda.es	0	policy link	policy link	div[class*="Cookie"] a	Cookies policy	<a href="javascript:AbrirVentana('EGEDA_Cookies.aspx','Cookies',800,580,0,0,1,0,0,0,0,0);">política de <i>cookies</i></a>
zero7.co.uk	0	other	other	.sqs-cookie-banner-v2 button 		<button class="sqs-cookie-banner-v2-accept sqs-cookie-banner-v2-cta"> </button>
zero7.co.uk	1	other	other	.sqs-cookie-banner-v2 [class*="accept"]	By using this website, you agree to our use of cookies. We use cookies to provide you with a great experience and to help our website run effectively.	<div class="sqs-cookie-banner-v2-acceptWrapper"><button class="sqs-cookie-banner-v2-accept sqs-cookie-banner-v2-cta"> </button></div>
zero7.co.uk	2	duplicate	duplicate	.sqs-cookie-banner-v2 [class*="accept"]		<button class="sqs-cookie-banner-v2-accept sqs-cookie-banner-v2-cta"> </button>
astroglide.com	0	close option	close option	.osano-cm-window button 	  Close this dialog    	<button class="osano-cm-dialog__close osano-cm-close"> <svg width="20px" height="20px" viewBox="0 0 20 20" role="image" aria-labelledby="861b6cf9-7a7a-4d43-b54a-076676fef86d"> <title id="861b6cf9-7a7a-4d43-b54a-076676fef86d"><!---->Close this dialog<!----></title> <line role="presentation" x1="2" y1="2" x2="18" y2="18"></line> <line role="presentation" x1="2" y1="18" x2="18" y2="2"></line> </svg> </button>
astroglide.com	1	confirm preferences	confirm preferences	.osano-cm-window button 	Save	<button class="osano-cm-save osano-cm-buttons__button osano-cm-button osano-cm-button--type_save" tabindex="0"> Save </button>
astroglide.com	2	opt-in option	opt-in option	.osano-cm-window button 	Accept All	<button class="osano-cm-accept-all osano-cm-buttons__button osano-cm-button osano-cm-button--type_accept" tabindex="0"> Accept All </button>
astroglide.com	3	opt-out option	opt-out option	.osano-cm-window button 	Reject All	<button class="osano-cm-denyAll osano-cm-buttons__button osano-cm-button osano-cm-button--type_denyAll" tabindex="0"> Reject All </button>
astroglide.com	4	other	other	.osano-cm-window button 	This website stores data such as cookies to enable essential site functionality, as well as marketing, personalisation, and analytics. You may change your settings at any time or accept the default settings. You may close this banner to continue with only essential cookies. Cookie PolicyStorage PreferencesMarketingPersonalisationAnalyticsSaveAccept AllReject All	<button id="641f1ac1-6bed-4148-9a68-00dec2a84487" class="osano-cm-window__widget osano-cm-widget osano-cm-widget--hidden osano-cm-widget--position_left" title="Cookie Preferences" aria-label="Cookie Preferences"> <svg width="40" height="40" viewBox="0 0 71.85 72.23" xmlns="http://www.w3.org/2000/svg"> <path d="m67.6 36.73a6.26 6.26 0 0 1 -3.2-2.8 5.86 5.86 0 0 0 -5.2-3.1h-.3a11 11 0 0 1 -11.4-9.5 6 6 0 0 1 -.1-1.4 9.2 9.2 0 0 1 .4-2.9 8.65 8.65 0 0 0 .2-1.6 5.38 5.38 0 0 0 -1.9-4.3 7.3 7.3 0 0 1 -2.5-5.5 3.91 3.91 0 0 0 -3.5-3.9 36.46 36.46 0 0 0 -15 1.5 33.14 33.14 0 0 0 -22.1 22.7 35.62 35.62 0 0 0 -1.5 10.2 34.07 34.07 0 0 0 4.8 17.6.75.75 0 0 0 .07.12c.11.17 1.22 1.39 2.68 3-.36.47 5.18 6.16 5.65 6.52a34.62 34.62 0 0 0 55.6-21.9 4.38 4.38 0 0 0 -2.7-4.74z" stroke-width="3" style="fill: rgb(255, 255, 255); stroke: rgb(41, 36, 106);"></path> <path d="m68 41.13a32.37 32.37 0 0 1 -52 20.5l-2-1.56c-2.5-3.28-5.62-7.15-5.81-7.44a32 32 0 0 1 -4.5-16.5 34.3 34.3 0 0 1 1.4-9.6 30.56 30.56 0 0 1 20.61-21.13 33.51 33.51 0 0 1 14.1-1.4 1.83 1.83 0 0 1 1.6 1.8 9.38 9.38 0 0 0 3.3 7.1 3.36 3.36 0 0 1 1.2 2.6 3.37 3.37 0 0 1 -.1 1 12.66 12.66 0 0 0 -.5 3.4 9.65 9.65 0 0 0 .1 1.7 13 13 0 0 0 10.5 11.2 16.05 16.05 0 0 0 3.1.2 3.84 3.84 0 0 1 3.5 2 10 10 0 0 0 4.1 3.83 2 2 0 0 1 1.4 2z" stroke-width="3" style="fill: rgb(255, 255, 255); stroke: rgb(41, 36, 106);"></path> <g style="fill: rgb(55, 205, 143);"> <path d="m26.6 31.43a5.4 5.4 0 1 1 5.4-5.43 5.38 5.38 0 0 1 -5.33 5.43z"></path> <path d="m25.2 53.13a5.4 5.4 0 1 1 5.4-5.4 5.44 5.44 0 0 1 -5.4 5.4z"></path> <path d="m47.9 52.33a5.4 5.4 0 1 1 5.4-5.4 5.32 5.32 0 0 1 -5.24 5.4z"></path> </g> </svg> </button>
astroglide.com	5	more options	more options	.osano-cm-window button 	  Close Cookie Preferences    	<button class="osano-cm-info-dialog-header__close osano-cm-close"> <svg width="20px" height="20px" viewBox="0 0 20 20" role="image" aria-labelledby="861b6cf9-7a7a-4d43-b54a-076676fef86d"> <title id="861b6cf9-7a7a-4d43-b54a-076676fef86d"><!---->Close Cookie Preferences<!----></title> <line role="presentation" x1="2" y1="2" x2="18" y2="18"></line> <line role="presentation" x1="2" y1="18" x2="18" y2="2"></line> </svg> </button>
astroglide.com	6	policy link	policy link	.osano-cm-window a	Cookie Policy	<a rel="noopener" tabindex="0" href="https://astroglide.com/astroglide-privacy-policy" target="_blank" class="osano-cm-storage-policy osano-cm-content__link osano-cm-link" aria-describedby="osano-cm-aria.newWindow"><!---->Cookie Policy<!----></a>
astroglide.com	7	more options	more options	.osano-cm-window a	Storage Preferences	<a rel="noopener" tabindex="0" class="osano-cm-drawer-links__link osano-cm-link osano-cm-link--type_manage"><!---->Storage Preferences<!----></a>
astroglide.com	8	preference slider	preference slider	.osano-cm-window input[type="checkbox"]	Marketing	<input type="checkbox" role="switch" class="osano-cm-toggle__input osano-cm-input" id="osano-cm-dialog-toggle--category_MARKETING" data-category="MARKETING" tabindex="0" aria-checked="false">
astroglide.com	9	preference slider	preference slider	.osano-cm-window input[type="checkbox"]	Personalisation	<input type="checkbox" role="switch" class="osano-cm-toggle__input osano-cm-input" id="osano-cm-dialog-toggle--category_PERSONALIZATION" data-category="PERSONALIZATION" tabindex="0" aria-checked="false">
astroglide.com	10	preference slider	preference slider	.osano-cm-window input[type="checkbox"]	Analytics	<input type="checkbox" role="switch" class="osano-cm-toggle__input osano-cm-input" id="osano-cm-dialog-toggle--category_ANALYTICS" data-category="ANALYTICS" tabindex="0" aria-checked="false">
astroglide.com	11	duplicate	duplicate	.osano-cm-window [class*="close"]	  Close this dialog    	<button class="osano-cm-dialog__close osano-cm-close"> <svg width="20px" height="20px" viewBox="0 0 20 20" role="image" aria-labelledby="861b6cf9-7a7a-4d43-b54a-076676fef86d"> <title id="861b6cf9-7a7a-4d43-b54a-076676fef86d"><!---->Close this dialog<!----></title> <line role="presentation" x1="2" y1="2" x2="18" y2="18"></line> <line role="presentation" x1="2" y1="18" x2="18" y2="2"></line> </svg> </button>
astroglide.com	12	duplicate	duplicate	.osano-cm-window [class*="close"]	  Close Cookie Preferences    	<button class="osano-cm-info-dialog-header__close osano-cm-close"> <svg width="20px" height="20px" viewBox="0 0 20 20" role="image" aria-labelledby="861b6cf9-7a7a-4d43-b54a-076676fef86d"> <title id="861b6cf9-7a7a-4d43-b54a-076676fef86d"><!---->Close Cookie Preferences<!----></title> <line role="presentation" x1="2" y1="2" x2="18" y2="18"></line> <line role="presentation" x1="2" y1="18" x2="18" y2="2"></line> </svg> </button>
